Weight	Nested	Procedure	COMPLEXITY	INSTRUCTION	PREM1	PREM2	CONC	VBOPTION	IUOPTION	SYLLNR	BELIEF	VAL	VALIDITY	ATMOSPHERE	FIGURE
1		TrialProc	COMPLEX	LIKING	No drinks are heets.	Some heets are beers.	Some beers are not drinks.	Like	Dislike	1	UNBELIEVABLE	N	VALID	1	1
1		TrialProc	COMPLEX	LIKING	No dogs are beechings.	Some beechings are spaniels.	Some spaniels are not dogs.	Like	Dislike	2	UNBELIEVABLE	N	VALID	1	1
1		TrialProc	COMPLEX	LIKING	No speedboats are mesoations.	Some mesoations are boats.	Some boats are not speedboats.	Like	Dislike	3	BELIEVABLE	N	VALID	1	1
1		TrialProc	COMPLEX	LIKING	No Fords are catepies.	Some catepies are cars.	Some cars are not Fords.	Like	Dislike	4	BELIEVABLE	N	VALID	1	1
1		TrialProc	COMPLEX	LIKING	Some decottions are cupboards.	No pieces of furniture are decottions.	Some cupboards are not pieces of furniture.	Like	Dislike	5	UNBELIEVABLE	N	VALID	1	2
1		TrialProc	COMPLEX	LIKING	Some veemers are fish.	No haddocks are veemers.	Some fish are not haddocks.	Like	Dislike	6	BELIEVABLE	N	VALID	1	2
1		TrialProc	COMPLEX	LIKING	Some nickhomes are ants.	No insects are nickhomes.	Some ants are not insects.	Like	Dislike	7	UNBELIEVABLE	N	VALID	1	2
1		TrialProc	COMPLEX	LIKING	Some boodings are fruits.	No peaches are boodings.	Some fruits are not peaches.	Like	Dislike	8	BELIEVABLE	N	VALID	1	2
1		TrialProc	COMPLEX	LIKING	Some sothods are tools.	No sothods are spanners.	Some tools are not spanners.	Like	Dislike	9	BELIEVABLE	N	VALID	1	4
1		TrialProc	COMPLEX	LIKING	Some pumes are oaks.	No pumes are trees.	Some oaks are not trees.	Like	Dislike	10	UNBELIEVABLE	N	VALID	1	4
1		TrialProc	COMPLEX	LIKING	No blans are crocodiles.	Some blans are reptiles.	Some reptiles are not crocodiles.	Like	Dislike	11	BELIEVABLE	N	VALID	1	4
1		TrialProc	COMPLEX	LIKING	No trangharnations are weapons.	Some trangharnations are guns.	Some guns are not weapons.	Like	Dislike	12	UNBELIEVABLE	N	VALID	1	4
1		TrialProc	COMPLEX	LIKING	No salmons are dralys.	All dralys are fish.	Some fish are not salmons.	Like	Dislike	13	BELIEVABLE	N	VALID	2	1
1		TrialProc	COMPLEX	LIKING	No bananas are duyumences.	All duyumences are fruits.	Some fruits are not bananas.	Like	Dislike	14	BELIEVABLE	N	VALID	2	1
1		TrialProc	COMPLEX	LIKING	No insects are pylones.	All pylones are flies.	Some flies are not insects.	Like	Dislike	15	UNBELIEVABLE	N	VALID	2	1
1		TrialProc	COMPLEX	LIKING	No pieces of furniture are bartroods.	All bartroods are bookcases.	Some bookcases are not pieces of furniture.	Like	Dislike	16	UNBELIEVABLE	N	VALID	2	1
1		TrialProc	COMPLEX	LIKING	All snains are willows.	No trees are snains.	Some willows are not trees.	Like	Dislike	17	UNBELIEVABLE	N	VALID	2	2
1		TrialProc	COMPLEX	LIKING	All pinds are swords.	No weapons are pinds.	Some swords are not weapons.	Like	Dislike	18	UNBELIEVABLE	N	VALID	2	2
1		TrialProc	COMPLEX	LIKING	All renes are reptiles.	No iguanas are renes.	Some reptiles are not iguanas.	Like	Dislike	19	BELIEVABLE	N	VALID	2	2
1		TrialProc	COMPLEX	LIKING	All awops are tools.	No shovels are awops.	Some tools are not shovels.	Like	Dislike	20	BELIEVABLE	N	VALID	2	2
1		TrialProc	COMPLEX	LIKING	All striffs are boats.	No striffs are yachts.	Some boats are not yachts.	Like	Dislike	21	BELIEVABLE	N	VALID	2	4
1		TrialProc	COMPLEX	LIKING	All cosuors are dalmatians.	No cosuors are dogs.	Some dalmatians are not dogs.	Like	Dislike	22	UNBELIEVABLE	N	VALID	2	4
1		TrialProc	COMPLEX	LIKING	No firters are BMWs.	All firters are cars.	Some cars are not BMWs.	Like	Dislike	23	BELIEVABLE	N	VALID	2	4
1		TrialProc	COMPLEX	LIKING	No incibists are drinks.	All incibists are whiskeys.	Some whiskeys are not drinks.	Like	Dislike	24	UNBELIEVABLE	N	VALID	2	4
1		TrialProc	COMPLEX	LIKING	Some snakes are vindeces.	No vindeces are reptiles.	Some reptiles are not snakes.	Like	Dislike	25	BELIEVABLE	P	INVALID	3	1
1		TrialProc	COMPLEX	LIKING	Some saws are queels.	No queels are tools.	Some tools are not saws.	Like	Dislike	26	BELIEVABLE	P	INVALID	3	1
1		TrialProc	COMPLEX	LIKING	Some trees are curges.	No curges are maples.	Some maples are not trees.	Like	Dislike	27	UNBELIEVABLE	P	INVALID	3	1
1		TrialProc	COMPLEX	LIKING	Some weapons are actablances.	No actablances are spears.	Some spears are not weapons.	Like	Dislike	28	UNBELIEVABLE	P	INVALID	3	1
1		TrialProc	COMPLEX	LIKING	No papes are boats.	Some kayaks are papes.	Some boats are not kayaks.	Like	Dislike	29	BELIEVABLE	P	INVALID	3	2
1		TrialProc	COMPLEX	LIKING	No naluals are labradors.	Some dogs are naluals.	Some labradors are not dogs.	Like	Dislike	30	UNBELIEVABLE	P	INVALID	3	2
1		TrialProc	COMPLEX	LIKING	No trops are cars.	Some Toyotas are trops.	Some cars are not Toyotas.	Like	Dislike	31	BELIEVABLE	P	INVALID	3	2
1		TrialProc	COMPLEX	LIKING	No ganches are wines.	Some drinks are ganches.	Some wines are not drinks.	Like	Dislike	32	UNBELIEVABLE	P	INVALID	3	2
1		TrialProc	COMPLEX	LIKING	No envenches are desks.	Some envenches are pieces of furniture.	Some desks are not pieces of furniture.	Like	Dislike	33	UNBELIEVABLE	P	INVALID	3	4
1		TrialProc	COMPLEX	LIKING	No spaves are fruits.	Some spaves are apples.	Some fruits are not apples.	Like	Dislike	34	BELIEVABLE	P	INVALID	3	4
1		TrialProc	COMPLEX	LIKING	Some stemoriuses are insects.	No stemoriuses are beetles.	Some beetles are not insects.	Like	Dislike	35	UNBELIEVABLE	P	INVALID	3	4
1		TrialProc	COMPLEX	LIKING	Some mips are cods.	No mips are fish.	Some fish are not cods.	Like	Dislike	36	BELIEVABLE	P	INVALID	3	4
1		TrialProc	COMPLEX	LIKING	No boats are piffures.	Some piffures are canoes.	All boats are canoes.	Like	Dislike	37	BELIEVABLE	P	INVALID	4	1
1		TrialProc	COMPLEX	LIKING	No sodas are punes.	Some punes are drinks.	All sodas are drinks.	Like	Dislike	38	UNBELIEVABLE	P	INVALID	4	1
1		TrialProc	COMPLEX	LIKING	No cars are remoxtions.	Some remoxtions are Volvos.	All cars are Volvos.	Like	Dislike	39	BELIEVABLE	P	INVALID	4	1
1		TrialProc	COMPLEX	LIKING	No terriers are wightes.	Some wightes are dogs.	All terriers are dogs.	Like	Dislike	40	UNBELIEVABLE	P	INVALID	4	1
1		TrialProc	COMPLEX	LIKING	Some goples are prunes.	No fruits are goples.	All fruits are prunes.	Like	Dislike	41	BELIEVABLE	P	INVALID	4	2
