Weight	Nested	Procedure	COMPLEXITY	INSTRUCTION	PREM1	PREM2	CONC	VBOPTION	IUOPTION	SYLLNR	BELIEF	VAL	VALIDITY	ATMOSPHERE	FIGURE
1		TrialProc	COMPLEX	LIKING	No ducks are cosceditions.	Some cosceditions are birds.	Some birds are not ducks.	Like	Dislike	1	BELIEVABLE	N	VALID	1	1
1		TrialProc	COMPLEX	LIKING	No boats are naluals.	Some naluals are kayaks.	Some kayaks are not boats.	Like	Dislike	2	UNBELIEVABLE	N	VALID	1	1
1		TrialProc	COMPLEX	LIKING	No criminals are queels.	Some queels are robbers.	Some robbers are not criminals.	Like	Dislike	3	UNBELIEVABLE	N	VALID	1	1
1		TrialProc	COMPLEX	LIKING	No salamanders are mouts.	Some mouts are amphibians.	Some amphibians are not salamanders.	Like	Dislike	4	BELIEVABLE	N	VALID	1	1
1		TrialProc	COMPLEX	LIKING	Some veemers are apples.	No fruits are veemers.	Some apples are not fruits.	Like	Dislike	5	UNBELIEVABLE	N	VALID	1	2
1		TrialProc	COMPLEX	LIKING	Some mesoations are dogs.	No spaniels are mesoations.	Some dogs are not spaniels.	Like	Dislike	6	BELIEVABLE	N	VALID	1	2
1		TrialProc	COMPLEX	LIKING	Some decottions are beetles.	No insects are decottions.	Some beetles are not insects.	Like	Dislike	7	UNBELIEVABLE	N	VALID	1	2
1		TrialProc	COMPLEX	LIKING	Some fenches are drinks.	No whiskeys are fenches.	Some drinks are not whiskeys.	Like	Dislike	8	BELIEVABLE	N	VALID	1	2
1		TrialProc	COMPLEX	LIKING	Some dralis are pines.	No dralis are trees.	Some pines are not trees.	Like	Dislike	9	UNBELIEVABLE	N	VALID	1	4
1		TrialProc	COMPLEX	LIKING	Some pooblings are pieces of furniture.	No pooblings are sofas.	Some pieces of furniture are not sofas.	Like	Dislike	10	BELIEVABLE	N	VALID	1	4
1		TrialProc	COMPLEX	LIKING	No burtes are weapons.	Some burtes are spears.	Some spears are not weapons.	Like	Dislike	11	UNBELIEVABLE	N	VALID	1	4
1		TrialProc	COMPLEX	LIKING	No firters are snakes.	Some firters are reptiles.	Some reptiles are not snakes.	Like	Dislike	12	BELIEVABLE	N	VALID	1	4
