Weight	Nested	Procedure	COMPLEXITY	INSTRUCTION	PREM1	PREM2	CONC	VBOPTION	IUOPTION	SYLLNR	BELIEF	VAL	VALIDITY	ATMOSPHERE	FIGURE
1		TrialProc	COMPLEX	LIKING	No boats are cegarormes.	Some cegarormes are yachts.	Some yachts are not boats.	Like	Dislike	1	UNBELIEVABLE	N	VALID	1	1
1		TrialProc	COMPLEX	LIKING	No newts are awops.	Some awops are amphibians.	Some amphibians are not newts.	Like	Dislike	2	BELIEVABLE	N	VALID	1	1
1		TrialProc	COMPLEX	LIKING	No crows are cosceditions.	Some cosceditions are birds.	Some birds are not crows.	Like	Dislike	3	BELIEVABLE	N	VALID	1	1
1		TrialProc	COMPLEX	LIKING	No dogs are ganches.	Some ganches are labradors.	Some labradors are not dogs.	Like	Dislike	4	UNBELIEVABLE	N	VALID	1	1
1		TrialProc	COMPLEX	LIKING	Some veemers are fish.	No haddocks are veemers.	Some fish are not haddocks.	Like	Dislike	5	BELIEVABLE	N	VALID	1	2
1		TrialProc	COMPLEX	LIKING	Some punties are fruits.	No peaches are punties.	Some fruits are not peaches.	Like	Dislike	6	BELIEVABLE	N	VALID	1	2
1		TrialProc	COMPLEX	LIKING	Some fenches are flies.	No insects are fenches.	Some flies are not insects.	Like	Dislike	7	UNBELIEVABLE	N	VALID	1	2
1		TrialProc	COMPLEX	LIKING	Some bartroods are bookcases.	No pieces of furniture are bartroods.	Some bookcases are not pieces of furniture.	Like	Dislike	8	UNBELIEVABLE	N	VALID	1	2
1		TrialProc	COMPLEX	LIKING	Some envenches are swords.	No envenches are weapons.	Some swords are not weapons.	Like	Dislike	9	UNBELIEVABLE	N	VALID	1	4
1		TrialProc	COMPLEX	LIKING	Some glukers are tools.	No glukers are shovels.	Some tools are not shovels.	Like	Dislike	10	BELIEVABLE	N	VALID	1	4
1		TrialProc	COMPLEX	LIKING	No curges are willows.	Some curges are trees.	Some trees are not willows.	Like	Dislike	11	BELIEVABLE	N	VALID	1	4
1		TrialProc	COMPLEX	LIKING	No boodings are vegetables.	Some boodings are carrots.	Some carrots are not vegetables.	Like	Dislike	12	UNBELIEVABLE	N	VALID	1	4
1		TrialProc	COMPLEX	LIKING	No pieces of furniture are teartes.	All teartes are desks.	Some desks are not pieces of furniture.	Like	Dislike	13	UNBELIEVABLE	N	VALID	2	1
1		TrialProc	COMPLEX	LIKING	No insects are vennars.	All vennars are beetles.	Some beetles are not insects.	Like	Dislike	14	UNBELIEVABLE	N	VALID	2	1
1		TrialProc	COMPLEX	LIKING	No bananas are incibists.	All incibists are fruits.	Some fruits are not bananas.	Like	Dislike	15	BELIEVABLE	N	VALID	2	1
1		TrialProc	COMPLEX	LIKING	No salmons are queels.	All queels are fish.	Some fish are not salmons.	Like	Dislike	16	BELIEVABLE	N	VALID	2	1
1		TrialProc	COMPLEX	LIKING	All snains are spears.	No weapons are snains.	Some spears are not weapons.	Like	Dislike	17	UNBELIEVABLE	N	VALID	2	2
1		TrialProc	COMPLEX	LIKING	All mesoations are trees.	No maples are mesoations.	Some trees are not maples.	Like	Dislike	18	BELIEVABLE	N	VALID	2	2
1		TrialProc	COMPLEX	LIKING	All trangharnations are tools.	No spanners are trangharnations.	Some tools are not spanners.	Like	Dislike	19	BELIEVABLE	N	VALID	2	2
1		TrialProc	COMPLEX	LIKING	All trinnels are radishes.	No vegetables are trinnels.	Some radishes are not vegetables.	Like	Dislike	20	UNBELIEVABLE	N	VALID	2	2
1		TrialProc	COMPLEX	LIKING	All pinds are birds.	No pinds are sparrows.	Some birds are not sparrows.	Like	Dislike	21	BELIEVABLE	N	VALID	2	4
1		TrialProc	COMPLEX	LIKING	All cortemns are kayaks.	No cortemns are boats.	Some kayaks are not boats.	Like	Dislike	22	UNBELIEVABLE	N	VALID	2	4
1		TrialProc	COMPLEX	LIKING	No firters are toads.	All firters are amphibians.	Some amphibians are not toads.	Like	Dislike	23	BELIEVABLE	N	VALID	2	4
1		TrialProc	COMPLEX	LIKING	No aschitations are dogs.	All aschitations are dalmatians.	Some dalmatians are not dogs.	Like	Dislike	24	UNBELIEVABLE	N	VALID	2	4
1		TrialProc	COMPLEX	LIKING	Some vegetables are beechings.	No beechings are parsnips.	Some parsnips are not vegetables.	Like	Dislike	25	UNBELIEVABLE	P	INVALID	3	1
1		TrialProc	COMPLEX	LIKING	Some weapons are stemoriuses.	No stemoriuses are cannons.	Some cannons are not weapons.	Like	Dislike	26	UNBELIEVABLE	P	INVALID	3	1
