Weight	Nested	Procedure	COMPLEXITY	INSTRUCTION	PREM1	PREM2	CONC	VBOPTION	IUOPTION	SYLLNR	BELIEF	VAL	VALIDITY	ATMOSPHERE	FIGURE
1		TrialProc	COMPLEX	LOGIC	No cars are catepies.	Some catepies are Fords.	Some Fords are not cars.	Valid	Invalid	1	UNBELIEVABLE	N	VALID	1	1
1		TrialProc	COMPLEX	BELIEF	No dogs are mouts.	Some mouts are dalmatians.	Some dalmatians are not dogs.	Believable	Unbelievable	2	UNBELIEVABLE	N	VALID	1	1
1		TrialProc	COMPLEX	BELIEF	No ducks are cosceditions.	Some cosceditions are birds.	Some birds are not ducks.	Believable	Unbelievable	3	BELIEVABLE	N	VALID	1	1
1		TrialProc	COMPLEX	LOGIC	No newts are pinds.	Some pinds are amphibians.	Some amphibians are not newts.	Valid	Invalid	4	BELIEVABLE	N	VALID	1	1
1		TrialProc	COMPLEX	BELIEF	Some veemers are bees.	No insects are veemers.	Some bees are not insects.	Believable	Unbelievable	5	UNBELIEVABLE	N	VALID	1	2
1		TrialProc	COMPLEX	LOGIC	Some trangharnations are sofas.	No pieces of furniture are trangharnations.	Some sofas are not pieces of furniture.	Valid	Invalid	6	UNBELIEVABLE	N	VALID	1	2
1		TrialProc	COMPLEX	LOGIC	Some vindeces are drinks.	No sodas are vindeces.	Some drinks are not sodas.	Valid	Invalid	7	BELIEVABLE	N	VALID	1	2
1		TrialProc	COMPLEX	BELIEF	Some boodings are fruits.	No apples are boodings.	Some fruits are not apples.	Believable	Unbelievable	8	BELIEVABLE	N	VALID	1	2
1		TrialProc	COMPLEX	LOGIC	Some cosuors are tools.	No cosuors are spanners.	Some tools are not spanners.	Valid	Invalid	9	BELIEVABLE	N	VALID	1	4
1		TrialProc	COMPLEX	LOGIC	Some revoules are cabbages.	No revoules are vegetables.	Some cabbages are not vegetables.	Valid	Invalid	10	UNBELIEVABLE	N	VALID	1	4
1		TrialProc	COMPLEX	BELIEF	No incibists are weapons.	Some incibists are cannons.	Some cannons are not weapons.	Believable	Unbelievable	11	UNBELIEVABLE	N	VALID	1	4
1		TrialProc	COMPLEX	BELIEF	No hoons are maples.	Some hoons are trees.	Some trees are not maples.	Believable	Unbelievable	12	BELIEVABLE	N	VALID	1	4
1		TrialProc	COMPLEX	BELIEF	No insects are sothods.	All sothods are ants.	Some ants are not insects.	Believable	Unbelievable	13	UNBELIEVABLE	N	VALID	2	1
1		TrialProc	COMPLEX	LOGIC	No whiskeys are renes.	All renes are drinks.	Some drinks are not whiskeys.	Valid	Invalid	14	BELIEVABLE	N	VALID	2	1
1		TrialProc	COMPLEX	BELIEF	No peaches are papes.	All papes are fruits.	Some fruits are not peaches.	Believable	Unbelievable	15	BELIEVABLE	N	VALID	2	1
1		TrialProc	COMPLEX	LOGIC	No pieces of furniture are snains.	All snains are cupboards.	Some cupboards are not pieces of furniture.	Valid	Invalid	16	UNBELIEVABLE	N	VALID	2	1
1		TrialProc	COMPLEX	BELIEF	All remoxtions are spears.	No weapons are remoxtions.	Some spears are not weapons.	Believable	Unbelievable	17	UNBELIEVABLE	N	VALID	2	2
1		TrialProc	COMPLEX	LOGIC	All stemoriuses are trees.	No willows are stemoriuses.	Some trees are not willows.	Valid	Invalid	18	BELIEVABLE	N	VALID	2	2
1		TrialProc	COMPLEX	LOGIC	All vennars are parsnips.	No vegetables are vennars.	Some parsnips are not vegetables.	Valid	Invalid	19	UNBELIEVABLE	N	VALID	2	2
1		TrialProc	COMPLEX	BELIEF	All blans are tools.	No saws are blans.	Some tools are not saws.	Believable	Unbelievable	20	BELIEVABLE	N	VALID	2	2
1		TrialProc	COMPLEX	BELIEF	All glukers are birds.	No glukers are sparrows.	Some birds are not sparrows.	Believable	Unbelievable	21	BELIEVABLE	N	VALID	2	4
1		TrialProc	COMPLEX	LOGIC	All mips are amphibians.	No mips are toads.	Some amphibians are not toads.	Valid	Invalid	22	BELIEVABLE	N	VALID	2	4
1		TrialProc	COMPLEX	BELIEF	No jundors are cars.	All jundors are Volvos.	Some Volvos are not cars.	Believable	Unbelievable	23	UNBELIEVABLE	N	VALID	2	4
1		TrialProc	COMPLEX	LOGIC	No teartes are dogs.	All teartes are spaniels.	Some spaniels are not dogs.	Valid	Invalid	24	UNBELIEVABLE	N	VALID	2	4
1		TrialProc	COMPLEX	BELIEF	Some vegetables are naluals.	No naluals are carrots.	Some carrots are not vegetables.	Believable	Unbelievable	25	UNBELIEVABLE	P	INVALID	3	1
1		TrialProc	COMPLEX	LOGIC	Some pines are queels.	No queels are trees.	Some trees are not pines.	Valid	Invalid	26	BELIEVABLE	P	INVALID	3	1
1		TrialProc	COMPLEX	BELIEF	Some hammers are heets.	No heets are tools.	Some tools are not hammers.	Believable	Unbelievable	27	BELIEVABLE	P	INVALID	3	1
1		TrialProc	COMPLEX	LOGIC	Some weapons are nickhomes.	No nickhomes are guns.	Some guns are not weapons.	Valid	Invalid	28	UNBELIEVABLE	P	INVALID	3	1
1		TrialProc	COMPLEX	BELIEF	No tutches are Toyotas.	Some cars are tutches.	Some Toyotas are not cars.	Believable	Unbelievable	29	UNBELIEVABLE	P	INVALID	3	2
1		TrialProc	COMPLEX	LOGIC	No chails are amphibians.	Some frogs are chails.	Some amphibians are not frogs.	Valid	Invalid	30	BELIEVABLE	P	INVALID	3	2
1		TrialProc	COMPLEX	LOGIC	No striffs are labradors.	Some dogs are striffs.	Some labradors are not dogs.	Valid	Invalid	31	UNBELIEVABLE	P	INVALID	3	2
1		TrialProc	COMPLEX	BELIEF	No cegarormes are birds.	Some parrots are cegarormes.	Some birds are not parrots.	Believable	Unbelievable	32	BELIEVABLE	P	INVALID	3	2
1		TrialProc	COMPLEX	LOGIC	No pylones are flies.	Some pylones are insects.	Some flies are not insects.	Valid	Invalid	33	UNBELIEVABLE	P	INVALID	3	4
1		TrialProc	COMPLEX	BELIEF	No spaves are bookcases.	Some spaves are pieces of furniture.	Some bookcases are not pieces of furniture.	Believable	Unbelievable	34	UNBELIEVABLE	P	INVALID	3	4
1		TrialProc	COMPLEX	LOGIC	Some curges are beers.	No curges are drinks.	Some drinks are not beers.	Valid	Invalid	35	BELIEVABLE	P	INVALID	3	4
1		TrialProc	COMPLEX	BELIEF	Some ganches are bananas.	No ganches are fruits.	Some fruits are not bananas.	Believable	Unbelievable	36	BELIEVABLE	P	INVALID	3	4
1		TrialProc	COMPLEX	BELIEF	No terriers are wightes.	Some wightes are dogs.	All terriers are dogs.	Believable	Unbelievable	37	UNBELIEVABLE	P	INVALID	4	1
1		TrialProc	COMPLEX	LOGIC	No amphibians are dralis.	Some dralis are salamanders.	All amphibians are salamanders.	Valid	Invalid	38	BELIEVABLE	P	INVALID	4	1
1		TrialProc	COMPLEX	BELIEF	No birds are brimbers.	Some brimbers are crows.	All birds are crows.	Believable	Unbelievable	39	BELIEVABLE	P	INVALID	4	1
1		TrialProc	COMPLEX	LOGIC	No BMWs are bartroods.	Some bartroods are cars.	All BMWs are cars.	Valid	Invalid	40	UNBELIEVABLE	P	INVALID	4	1
1		TrialProc	COMPLEX	LOGIC	Some burtes are prunes.	No fruits are burtes.	All fruits are prunes.	Valid	Invalid	41	BELIEVABLE	P	INVALID	4	2
1		TrialProc	COMPLEX	BELIEF	Some piffures are wines.	No drinks are piffures.	All drinks are wines.	Believable	Unbelievable	42	BELIEVABLE	P	INVALID	4	2
1		TrialProc	COMPLEX	BELIEF	Some stamuses are insects.	No beetles are stamuses.	All beetles are insects.	Believable	Unbelievable	43	UNBELIEVABLE	P	INVALID	4	2
1		TrialProc	COMPLEX	LOGIC	Some awops are pieces of furniture.	No desks are awops.	All desks are pieces of furniture.	Valid	Invalid	44	UNBELIEVABLE	P	INVALID	4	2
1		TrialProc	COMPLEX	BELIEF	No punties are tools.	All punties are shovels.	Some tools are not shovels.	Believable	Unbelievable	45	BELIEVABLE	P	INVALID	4	4
1		TrialProc	COMPLEX	LOGIC	No firters are radishes.	All firters are vegetables.	Some radishes are not vegetables.	Valid	Invalid	46	UNBELIEVABLE	P	INVALID	4	4
1		TrialProc	COMPLEX	BELIEF	All pooblings are weapons.	No pooblings are swords.	Some swords are not weapons.	Believable	Unbelievable	47	UNBELIEVABLE	P	INVALID	4	4
1		TrialProc	COMPLEX	LOGIC	All bunges are oaks.	No bunges are trees.	Some trees are not oaks.	Valid	Invalid	48	BELIEVABLE	P	INVALID	4	4
