Weight	Nested	Procedure	COMPLEXITY	INSTRUCTION	PREM1	PREM2	CONC	VBOPTION	IUOPTION	SYLLNR	BELIEF	VAL	VALIDITY	ATMOSPHERE	FIGURE
1		TrialProc	COMPLEX	LOGIC	No dogs are boodings.	Some boodings are terriers.	Some terriers are not dogs.	Valid	Invalid	1	UNBELIEVABLE	N	VALID	1	1
1		TrialProc	COMPLEX	BELIEF	No ducks are brimbers.	Some brimbers are birds.	Some birds are not ducks.	Believable	Unbelievable	2	BELIEVABLE	N	VALID	1	1
1		TrialProc	COMPLEX	BELIEF	No cars are trops.	Some trops are Fords.	Some Fords are not cars.	Believable	Unbelievable	3	UNBELIEVABLE	N	VALID	1	1
1		TrialProc	COMPLEX	LOGIC	No toads are dralis.	Some dralis are amphibians.	Some amphibians are not toads.	Valid	Invalid	4	BELIEVABLE	N	VALID	1	1
1		TrialProc	COMPLEX	BELIEF	Some shigands are drinks.	No wines are shigands.	Some drinks are not wines.	Believable	Unbelievable	5	BELIEVABLE	N	VALID	1	2
1		TrialProc	COMPLEX	BELIEF	Some punties are prunes.	No fruits are punties.	Some prunes are not fruits.	Believable	Unbelievable	6	UNBELIEVABLE	N	VALID	1	2
1		TrialProc	COMPLEX	LOGIC	Some mouts are beetles.	No insects are mouts.	Some beetles are not insects.	Valid	Invalid	7	UNBELIEVABLE	N	VALID	1	2
1		TrialProc	COMPLEX	LOGIC	Some envenches are fish.	No haddocks are envenches.	Some fish are not haddocks.	Valid	Invalid	8	BELIEVABLE	N	VALID	1	2
1		TrialProc	COMPLEX	LOGIC	Some stamuses are swords.	No stamuses are weapons.	Some swords are not weapons.	Valid	Invalid	9	UNBELIEVABLE	N	VALID	1	4
1		TrialProc	COMPLEX	LOGIC	Some mips are pieces of furniture.	No mips are sofas.	Some pieces of furniture are not sofas.	Valid	Invalid	10	BELIEVABLE	N	VALID	1	4
