Weight	Nested	Procedure	COMPLEXITY	INSTRUCTION	PREM1	PREM2	CONC	VBOPTION	IUOPTION	SYLLNR	BELIEF	VAL	VALIDITY	ATMOSPHERE	FIGURE
1		TrialProc	COMPLEX	LOGIC	No boats are boodings.	Some boodings are kayaks.	Some kayaks are not boats.	Valid	Invalid	1	UNBELIEVABLE	N	VALID	1	1
1		TrialProc	COMPLEX	BELIEF	No crows are fenches.	Some fenches are birds.	Some birds are not crows.	Believable	Unbelievable	2	BELIEVABLE	N	VALID	1	1
1		TrialProc	COMPLEX	BELIEF	No cars are hoons.	Some hoons are Toyotas.	Some Toyotas are not cars.	Believable	Unbelievable	3	UNBELIEVABLE	N	VALID	1	1
1		TrialProc	COMPLEX	LOGIC	No frogs are bartroods.	Some bartroods are amphibians.	Some amphibians are not frogs.	Valid	Invalid	4	BELIEVABLE	N	VALID	1	1
1		TrialProc	COMPLEX	BELIEF	Some trangharnations are dogs.	No labradors are trangharnations.	Some dogs are not labradors.	Believable	Unbelievable	5	BELIEVABLE	N	VALID	1	2
1		TrialProc	COMPLEX	BELIEF	Some wightes are peaches.	No fruits are wightes.	Some peaches are not fruits.	Believable	Unbelievable	6	UNBELIEVABLE	N	VALID	1	2
1		TrialProc	COMPLEX	LOGIC	Some stamuses are criminals.	No murderers are stamuses.	Some criminals are not murderers.	Valid	Invalid	7	BELIEVABLE	N	VALID	1	2
1		TrialProc	COMPLEX	LOGIC	Some trinnels are whiskeys.	No drinks are trinnels.	Some whiskeys are not drinks.	Valid	Invalid	8	UNBELIEVABLE	N	VALID	1	2
1		TrialProc	COMPLEX	LOGIC	Some brimbers are carrots.	No brimbers are vegetables.	Some carrots are not vegetables.	Valid	Invalid	9	UNBELIEVABLE	N	VALID	1	4
1		TrialProc	COMPLEX	LOGIC	Some stemoriuses are insects.	No stemoriuses are flies.	Some insects are not flies.	Valid	Invalid	10	BELIEVABLE	N	VALID	1	4
1		TrialProc	COMPLEX	BELIEF	No goples are weapons.	Some goples are swords.	Some swords are not weapons.	Believable	Unbelievable	11	UNBELIEVABLE	N	VALID	1	4
1		TrialProc	COMPLEX	BELIEF	No revoules are cupboards.	Some revoules are pieces of furniture.	Some pieces of furniture are not cupboards.	Believable	Unbelievable	12	BELIEVABLE	N	VALID	1	4
1		TrialProc	COMPLEX	LOGIC	No terrorists are spaves.	All spaves are criminals.	Some criminals are not terrorists.	Valid	Invalid	13	BELIEVABLE	N	VALID	2	1
1		TrialProc	COMPLEX	BELIEF	No drinks are burtes.	All burtes are wines.	Some wines are not drinks.	Believable	Unbelievable	14	UNBELIEVABLE	N	VALID	2	1
1		TrialProc	COMPLEX	LOGIC	No fruits are aschitations.	All aschitations are prunes.	Some prunes are not fruits.	Valid	Invalid	15	UNBELIEVABLE	N	VALID	2	1
1		TrialProc	COMPLEX	BELIEF	No dalmatians are tutches.	All tutches are dogs.	Some dogs are not dalmatians.	Believable	Unbelievable	16	BELIEVABLE	N	VALID	2	1
1		TrialProc	COMPLEX	LOGIC	All mouts are guns.	No weapons are mouts.	Some guns are not weapons.	Valid	Invalid	17	UNBELIEVABLE	N	VALID	2	2
1		TrialProc	COMPLEX	LOGIC	All chails are insects.	No ants are chails.	Some insects are not ants.	Valid	Invalid	18	BELIEVABLE	N	VALID	2	2
1		TrialProc	COMPLEX	BELIEF	All beechings are pieces of furniture.	No desks are beechings.	Some pieces of furniture are not desks.	Believable	Unbelievable	19	BELIEVABLE	N	VALID	2	2
